datasetkey	data_resource_id	created
0a14d118-a2df-4aaf-a052-6d46630c12ed	12489	2012-09-05
0a2b1b5e-eaae-4bd5-847a-26b3e27116a5	14451	2012-09-20
0a4f3e3b-1910-445a-afa7-9b93abe69ee1	12715	2012-09-05
0a56da10-13c6-11de-b2de-b8a03c50a862	2023	2012-09-05
0a89b3b0-ac5c-4b93-a2dd-747b7e5ba98c	11800	2012-09-05
0aae633b-d301-434d-9c0b-666db8224592	959	2012-09-05
0ac24b3c-feb9-48d5-bf02-da4a103f024e	14671	2013-01-11
0ad62789-af7b-4f16-85f8-066b7fb99c30	11757	2012-09-05
0ae1b0fb-28fe-4ce4-83b6-380336db6ad9	14156	2012-09-05
0b0bc0f0-bfad-11dd-aa16-b8a03c50a862	7982	2012-09-05
0b1be9d9-3825-4306-adf0-60551ee0dd31	14890	2013-05-02
0b328835-ea95-4ec3-a0f4-dd2dba993f1f	14811	2013-04-16
0b5c058d-67a9-40d1-b5de-f799a1ac7e96	14315	2012-09-05
0b8a38c2-e5c2-4009-8b9e-f95f1050bafe	11835	2012-09-05
0bbc5ba0-d7f8-11e2-95e7-00145eb45e9a	14991	2013-06-18
0bde8f26-2b00-43aa-b7e1-f376cdd881ca	14977	2013-06-03
0c293704-8a60-4da4-b64d-2f6679794753	14863	2013-04-29
0c877b58-a1aa-4c85-ac0c-8baeee821a4f	13411	2012-09-05
0ced4bdf-fc2a-4516-9894-4fc5806ae111	12010	2012-09-05
0cee5d00-6166-11de-84be-b8a03c50a862	8419	2012-09-05
0d32a7f0-039c-4c8f-bea9-d7e55fd8e02b	14822	2013-04-16
0d3652c5-e67a-452c-97f3-1a8109ccd531	13593	2012-09-05
0d384803-0d1b-4409-ada1-22d8009ecfa9	14815	2013-04-16
0d83ea43-5afb-4c50-af9c-fd22674338bb	14563	2013-09-11
0d8f74b3-42b9-488f-9ec1-1faefaff1d1c	8103	2012-09-05
0d98d920-3c47-4e2f-a64b-28feb6735a83	13599	2012-09-05
0d9f8ae0-33cf-11de-afc5-b8a03c50a862	8344	2012-09-05
0daed095-478a-4af6-abf5-18acb790fbb2	14802	2013-04-16
0dd76500-c066-11dd-a311-b8a03c50a862	12733	2012-09-05
0de20c27-792a-461b-ae59-3ab8221a1113	11862	2012-09-05
0debafd0-6c8a-11de-8225-b8a03c50a862	9106	2012-09-05
0dfc0440-a75d-11dd-b1b1-b8a03c50a862	7946	2012-09-05
0e3d6f05-a287-4ffd-852d-4e17db22d810	12755	2012-09-05
0e6799d0-13e6-11de-b2e1-b8a03c50a862	8167	2012-09-05
0e6ca8ff-526a-4d2f-ba9b-4238f45d281b	14251	2012-09-05
0e7bd6f7-7fc6-4150-a531-2209f7156a91	14987	2013-06-07
0efbb3b3-6473-414a-af91-cdbcbcd8aba1	7966	2012-09-05
0f6311c5-19a4-482a-a0bf-cbfe217a355d	14094	2012-09-05
0faf7500-9fcd-11da-a90c-b8a03c50a862	1463	2012-09-05
0ff61a20-13c7-11de-b2df-b8a03c50a862	1483	2012-09-05
10000574-49d7-425a-b315-633557b0f5d2	14640	2012-12-21
100d8b80-03e9-11de-886b-b8a03c50a862	8352	2012-09-05
10112b19-2e18-4129-b472-18df75dce84c	11954	2012-09-05
101cec85-7622-41ba-96ae-43aad1b1217e	14462	2012-09-21
102fb2ff-dbb1-4b19-84f7-bc73333fb3bc	13539	2012-09-05
10734a60-7ed1-11df-8c4a-0800200c9a66	1774	2012-09-05
1084c169-c39a-4749-94aa-32159777d828	14105	2012-09-05
1097fd5b-6694-418a-af65-d9e3d91a1728	14017	2012-09-05
109eb71e-641f-4df4-bf73-055f3435c062	13407	2012-09-05
10c56b8e-862e-41ce-ae6b-0a659398f931	13993	2012-09-05
10cea170-30b3-11de-b171-b8a03c50a862	8294	2012-09-05
10e2368a-4ba5-4406-a117-d5541c309ded	11823	2012-09-05
10e44c48-0839-4a20-86d5-f0e23ae2e366	13708	2012-09-05
10f0b56a-e377-4a5a-b8d0-5971027d6d74	13600	2012-09-05
11036f2a-5080-4ec3-bac5-59e2a3ce734e	870	2012-09-05
111387ed-5879-40ca-a0ed-c7b4571d4606	13601	2012-09-05
11314af8-aad0-4414-a961-e91b88fd4abb	11812	2012-09-05
1150ce50-b6e4-11dd-81f5-b8a03c50a862	7954	2012-09-05
1162234d-4e06-4d63-8a49-034184a38c7e	14083	2012-09-05
11d4eda8-245c-4d0b-b712-fe01edf3884a	14198	2012-09-05
12322655-ab49-47d7-bd6a-d8bcd34b952f	13653	2012-09-05
12475130-8b28-11de-b647-b8a03c50a862	8966	2012-09-05
127246c7-144e-4e06-a5fa-90828a4bdabb	11811	2012-09-05
128548c0-9169-11db-9f6c-b8a03c50a862	1452	2012-09-05
128c43f0-9978-4d77-8d49-14516fc454bc	14481	2012-09-25
12a6bf1f-f66e-408c-8c6c-771af210e6a8	13029	2012-09-05
134eca5f-65ab-49a2-a229-3d0d35fcbefe	14400	2012-09-05
135fe78c-6fbb-4586-8d43-214b503dc593	12788	2012-09-05
138bfea0-c063-11dd-a30f-b8a03c50a862	685	2012-09-05
13930f68-a676-49bf-8787-fd875b34800d	14450	2012-09-20
139c8540-af9e-11db-ad75-b8a03c50a862	11319	2012-09-05
13ab2b0e-74b7-46bf-9379-a7a7d838b703	14238	2012-09-05
13b70480-bd69-11dd-b15f-b8a03c50a862	158	2012-09-05
14208c55-2f2d-4195-8de5-1b6101964d6d	11833	2012-09-05
1461b5ad-0fac-4ab7-a98d-044443bdb18d	11887	2012-09-05
147133d0-6ff7-11db-b2a6-b8a03c50a862	1505	2012-09-05
14b9f2d2-a6f4-4af0-91e6-a4a58906feb2	11290	2012-09-05
14c06f91-8937-472a-b59e-10cf7f8942d4	14445	2012-09-20
14f3151a-e95d-493c-a40d-d9938ef62954	14364	2012-09-05
150f1700-e93d-47c6-92f5-de44ab80e353	7974	2012-09-05
1597d710-98a2-11de-b4da-b8a03c50a862	9099	2012-09-05
15b04450-0c60-11dd-84cd-b8a03c50a862	1044	2012-09-05
15f7a6a7-a684-42b1-a05f-4de243e389c4	1713	2012-09-05
165ac8d4-d7b1-4695-81be-6aed3021c63a	15030	2013-08-13
16774e86-1c5f-4247-8447-4b267636fa02	13602	2012-09-05
1686d842-01e7-4286-86ce-7f276ed8af6b	1581	2012-09-05
16a22a5e-9f2a-498b-8178-a410c99a5a8c	14733	2013-03-15
16c3f9cb-4b19-4553-ac8e-ebb90003aa02	13562	2012-09-05
16e1958f-cb0a-445d-98cf-4073b344f268	14548	2012-10-24
1757e800-9fcd-11da-a90d-b8a03c50a862	1464	2012-09-05
1790ab52-6015-401a-8c94-187433531499	11881	2012-09-05
17a729a0-7ed1-11df-8c4a-0800200c9a66	1773	2012-09-05
17e622b5-dfbb-487f-94c7-47cc8cb0823b	13480	2012-09-05
17ea10b4-1ef2-42ba-9cb1-b38937dd15b9	11805	2012-09-05
184d1a1b-583b-46da-b232-ce75db8f3764	12717	2012-09-05
1881d048-04f9-4bc2-b7c8-931d1659a354	12716	2012-09-05
18a72174-1eb7-49c6-ad14-aa5ab7fc98d8	13603	2012-09-05
18a99eb5-4dc5-4f37-b5e7-86fb9ded5b75	865	2012-09-05
18afcccd-bdcc-48b6-8b5e-62188133d5cc	14999	2013-06-24
18c93d12-34fb-4d3f-903c-b77215a1dcc9	12994	2012-09-05
18c95998-36e0-4bd2-b851-8c4f7dbf455e	13010	2012-09-05
18da0174-dac3-459a-8214-296d3846b639	14277	2012-09-05
1933e8e0-3331-11de-8db8-b8a03c50a862	8330	2012-09-05
1939e560-d089-44b5-99fb-3ff15e4d34be	1076	2012-09-05
19491596-35ae-4a91-9a98-85cf505f1bd3	13623	2012-09-05
197908d0-5565-11d8-b290-b8a03c50a862	1602	2012-09-05
19cde36b-06c8-4442-a4be-daee3c801159	11947	2012-09-05
1a1d6a39-8651-49a1-a75c-e379a45429bf	12679	2012-09-05
1a6d5bcd-cb62-468f-967f-fd25e18c3b8c	13066	2012-09-05
1a7cd962-d4fb-4357-93f4-834bee0e26d7	11790	2012-09-05
1acdfdd0-e43d-4d5d-92bc-7a2a60a03782	14372	2012-09-05
1b053632-d5fa-4540-945c-cbb0572e318c	11719	2012-09-05
1b123a60-0350-11de-9138-b8a03c50a862	8117	2012-09-05
1b2af425-9f6f-4b28-a008-af9757317c4c	14133	2012-09-05
1b3b7b56-07f8-4609-8df3-98e3a8ffad85	12999	2012-09-05
1b7e83a0-0c61-11dd-84ce-b8a03c50a862	1032	2012-09-05
1bc84a67-c558-4844-9873-a79c90e01185	12702	2012-09-05
1bd42c2b-b58a-4a01-816b-bec8c8977927	14403	2012-09-05
1c00952b-574b-4307-9b07-6ae9ef4dd44d	14727	2013-03-11
1c1cca0f-e37b-41eb-99e5-176c9503773b	14499	2012-10-04
1c1f2cfc-8370-414f-9202-9f00ccf51413	14022	2012-09-05
1c334170-7ed1-11df-8c4a-0800200c9a66	222	2012-09-05
1c35c0a2-819a-11e2-bad2-00145eb45e9a	14849	2013-04-29
1c403d2c-5c37-4237-9746-8ed539b9ba15	13733	2012-09-05
1c5087e8-5bb7-49ad-95f9-5f387150e5de	14322	2012-09-05
1c8df1b0-30b2-11de-b171-b8a03c50a862	8288	2012-09-05
1cb0f057-172b-4c10-99d8-cd38966dab31	14476	2012-09-21
1cdc3185-ee9a-4558-bd77-c1241bdf8ece	14279	2012-09-05
1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	14480	2012-09-25
1d1b25a4-0b32-4349-9ec5-bec51ec80d20	11986	2012-09-05
1d5c2b00-0c66-11dd-84d2-b8a03c50a862	1992	2012-09-05
1d64f315-c38f-46d9-a7e8-af613ebc5f58	14324	2012-09-05
1d6c368b-9fd3-40e2-aa41-a9b8d31cfd93	12739	2012-09-05
1d8cb4b0-d5fe-4e06-84b7-49c5af0d0523	13582	2012-09-05
1db4d122-1fa6-42ee-b567-df714be2c995	14490	2012-10-03
1df39810-9b90-4ed3-b013-b0b21dbd7703	14711	2013-03-04
1e3205f0-9169-11db-9f6d-b8a03c50a862	11323	2012-09-05
1e439d01-a25c-40d5-970d-66f0d5e6f37b	950	2012-09-05
1ea39705-89e4-41e6-a0c3-c00890f63359	11837	2012-09-05
1eaf5f7a-8f76-43eb-82f3-44979a433f0e	15010	2013-07-15
1eb5d9c0-2e4c-11de-909a-b8a03c50a862	8238	2012-09-05
1ebf1564-949e-49ca-9f8b-e11ef68238db	14885	2013-05-02
1ec61203-14fa-4fbd-8ee5-a4a80257b45a	13595	2012-09-05
1ed365f0-6167-11de-84c0-b8a03c50a862	8417	2012-09-05
1edaeec2-9fdf-48d2-a459-2bb8635e9aba	14732	2013-03-14
1edd9aea-2fc9-4789-abc6-7826e88af037	14556	2012-11-02
1eed3440-559a-11de-b5ea-b8a03c50a862	8415	2012-09-05
1f222450-079d-4bb0-9347-b2c0e8d46460	14222	2012-09-05
1f26981d-ad8e-4989-975e-aba3aa25c889	13721	2012-09-05
1f8694bd-6207-4685-921e-d29db4243947	14371	2012-09-05
1fe5d5cd-0336-4664-b768-d38acf349c0a	14430	2012-09-05
202917ae-49f3-4256-8fcf-2489a81a1d56	14327	2012-09-05
203863b6-2adb-43f8-b648-959bcbaec091	13633	2012-09-05
20804c15-3c58-4910-a392-7faa84235111	11721	2012-09-05
20fa3e49-f75c-4aad-adcd-6b3882caf6db	11867	2012-09-05
21046055-8e64-4491-aaa3-1efe5a33e50b	14215	2012-09-05
21448e32-117a-11e3-a753-00145eb45e9a	15045	2013-08-30
214c3109-d37a-40f8-9c24-5b6e59915394	13634	2012-09-05
21705170-d2b6-42de-8904-c3bca4b83591	14175	2012-09-05
217b0d4f-c87e-4063-b6c5-78277e40e866	13700	2012-09-05
219f6374-2c55-4901-a2f9-ad8aabf8902c	14728	2013-03-11
21c2e70b-5e8c-415f-8ec0-83a3f418dd4f	1577	2012-09-05
21fa9aae-6876-403c-8a4b-1dab5c745333	11754	2012-09-05
22122208-ca75-4063-abdf-ab58607dd55a	13989	2012-09-05
223cda1d-bf1d-434b-b360-b24298ddc0e2	844	2012-09-05
226b536c-25f9-4f6b-b144-edcbdffa3566	14882	2013-04-30
22c68c31-d441-455b-819f-0556b9e63c13	14539	2012-10-22
22d6cdf8-473b-4466-b603-c5c76979f42a	1582	2012-09-05
231c5bcf-1b56-4905-a398-6d0e18f6de1a	15021	2013-07-31
2356f899-6244-4bbb-aa33-50e29132e86a	13718	2012-09-05
23a28663-7474-41d7-baaf-55cc6aed0fd9	14389	2012-09-05
23c19568-ce32-4f9b-bb22-bebc45887c5a	14990	2013-06-17
243c5321-e171-4772-ab34-234e106bba4d	2602	2012-10-24
2461b2e8-6bb6-4402-8b99-03b5d13885b4	14753	2013-04-04
2528643b-e86e-49c2-b1e0-f56c7c986818	14076	2012-09-05
2553f2c0-139f-11de-b2de-b8a03c50a862	8144	2012-09-05
25994a26-f3da-44a7-b66c-a42d1a2f6a17	13004	2012-09-05
2618e878-7e19-412d-99e3-f12a8aa23ebb	14630	2012-12-14
2672e91d-501a-4339-817d-9c7e68917eb2	1580	2012-09-05
26a49731-9457-45b2-9105-1b96063deb26	11872	2012-09-05
26ac25ef-8db4-4623-8431-ad22ba7ab404	14471	2012-09-21
26ae0930-98a1-11de-b4da-b8a03c50a862	9095	2012-09-05
26dae899-368a-4d5a-a1da-a66fe910d04c	14265	2012-09-05
26f5b360-8770-4d54-9c2d-397798a5e513	1075	2012-09-05
271c444f-f8d8-4986-b748-e7367755c0c1	14149	2012-09-05
275319e1-f91c-406f-b239-62cb9d4185cb	14678	2013-01-18
27730e20-75df-44f7-9834-35bbf4bd7b2a	12696	2012-09-05
2790adc5-c709-427c-8d04-804590d98272	11910	2012-09-05
279c8d3e-5f97-4fe9-a99b-ef0e4b0441c3	14653	2013-01-04
27c5cac6-e2d8-4b78-abb1-db6a1a3791b6	11704	2012-09-05
27cee7d6-feb6-4a83-a501-2b1b371b6418	14227	2012-09-05
27d039ed-a035-4227-ac88-200023834522	11830	2012-09-05
27e416d9-ac57-48a6-ad78-55990f7af998	11898	2012-09-05
28074400-9169-11db-9f6d-b8a03c50a862	1451	2012-09-05
280a04ae-7bae-4149-a3c5-2a7897d9ca59	14983	2013-06-03
28280274-c991-47b2-9ed9-45fe5b432993	14235	2012-09-05
282d0ccb-4fa0-40f9-8593-105c77e88417	11957	2012-09-05
283de481-2eef-44a7-83d3-24d57d37361c	12728	2012-09-05
28573c0a-b833-41b1-9999-56c6b9bce519	14893	2013-05-02
28913bf0-adee-11db-ad75-b8a03c50a862	1502	2012-09-05
28ebf6c4-b60f-11e1-bd72-00145eb45e9a	14405	2012-09-05
290e44a4-b60f-11e1-bd72-00145eb45e9a	14406	2012-09-05
2921929f-1f8c-429e-8be9-ff47bc581078	12752	2012-09-05
29340dba-b60f-11e1-bd72-00145eb45e9a	14407	2012-09-05
294d9406-b60f-11e1-bd72-00145eb45e9a	14408	2012-09-05
29675850-b60f-11e1-bd72-00145eb45e9a	14409	2012-09-05
29801c5a-b60f-11e1-bd72-00145eb45e9a	14410	2012-09-05
29d0593b-897f-430d-9999-1ed068c689ad	918	2012-09-05
29d54fb6-ed46-4a75-9697-55b73e63beed	13037	2012-09-05
2a337d5a-a784-4f8a-a947-46d69e0fa3eb	14427	2012-09-05
2a513d16-f4ce-4252-974f-2486ce70b788	12710	2012-09-05
2a599d75-977e-44c8-8228-c7b198d3ed1a	14281	2012-09-05
2aa53e94-8c53-4afc-b246-d58d5bc6b0fd	14429	2012-09-05
2aaf8ea9-0460-41d2-a651-3583479947c6	11501	2012-09-05
2ac4b2f0-9887-4d25-a8fa-f94391e87919	11870	2012-09-05
2ad58f36-82cc-4ba7-820a-dcb22c0f5592	11897	2012-09-05
2af62ff7-0608-462e-a8f8-798e323bbd71	8086	2012-09-05
2b016c65-5b3d-4517-9b3c-d04a5234de48	14399	2012-09-05
2b26a3b4-03f5-4d38-b055-b65eaf20dd05	14246	2012-09-05
2c0eeb7f-5c59-4e12-8aa2-d02c88bcf5c5	14117	2012-09-05
2c70aab1-5e5f-4264-80f8-a0c84ba201c8	12997	2012-09-05
2ca312ee-40cf-49e0-b864-31531b7eba81	11950	2012-09-05
2ccb717e-6150-11e2-897a-00145eb45e9a	14439	2013-01-21
2cfd31c0-5ce0-4c1a-b01a-0288af2c7f64	13697	2012-09-05
2cffcaed-aa4f-4f02-8961-a14df9b3ac0a	1559	2012-09-05
2d4aa27f-bacc-4dc2-a692-d25f5d812111	11959	2012-09-05
2d4d4edb-4a78-4855-909e-56dd4c6dfe38	11573	2012-09-05
2d519945-a6de-49ee-96e3-de80099cc339	882	2012-09-05
2d59e5db-57ad-41ff-97d6-11f5fb264527	13561	2012-09-05
2d680d46-d783-4ea7-94b1-2556cd653e36	12442	2012-09-05
2d84ac2a-ce97-42ef-a591-36fa339cf7f5	14751	2013-04-04
2d90448b-ebc1-47db-98de-be0c5a6149e7	14960	2013-06-03
2dab8eae-059e-4e98-b3e3-0b29107d3dd0	867	2012-09-05
2deeb3ad-0390-4d2c-9623-c5abc6610b08	14155	2012-09-05
2e2afebc-12c0-446e-80f2-e51f6d867e4b	14292	2012-09-05
2e38c085-1140-46b2-9fc3-c62fb18d56bf	14330	2012-09-05
2e4cc37b-302e-4f1b-bbbb-1f674ff90e14	14367	2012-09-05
2e649272-13e1-40d7-8e1e-e99bc85c9631	14444	2012-09-20
2e69f69c-703f-11e2-ad8f-00145eb45e9a	14691	2013-02-06
2ead3ee5-5624-4e98-8bf9-62ae8a550af6	12703	2012-09-05
2eccaf31-3661-45ce-8c9f-9a4ba2024374	14256	2012-09-05
2ef799c6-e366-4f53-94a6-c0b79e702d9b	14465	2012-09-21
2f1c8f08-e58e-4a48-8b5f-2a3133f607ee	12760	2012-09-05
2f46fe6f-b9fd-4dba-8ca2-2cb1368ceed8	14806	2013-04-16
2f541ef0-4453-11de-87a1-b8a03c50a862	8400	2012-09-05
2f54cb88-4167-499a-81fb-0a2d02465212	14884	2013-05-02
2f59780e-3d77-403a-9437-9a560ea5f764	13986	2012-09-05
2f63bb07-dbb6-4f9f-9507-ff75f77a4512	14456	2012-09-21
2f897875-210a-43a9-bab3-a724bea8e400	14140	2012-09-05
2fd02649-fc08-4957-9ac5-2830e072c097	14361	2012-09-05
3071d0ca-c4fc-4802-94b6-ba0b26a497b0	13086	2012-09-05
3078df70-2619-11df-a352-b8a03c50a862	10878	2012-09-05
30950d7c-e447-4b56-9a6f-813445b16e99	11762	2012-09-05
30ac77b7-9434-4eec-84c3-52b507ee9b8b	14147	2012-09-05
30bc94f2-50aa-4688-8e87-a8e11d3d69ff	7965	2012-09-05
30ec0e8f-e4fb-405b-89fc-f636398a7c46	14522	2012-10-17
317fd0a9-1bcf-4e94-bc3c-a685c4693c10	14698	2013-03-04
31892707-9c1d-44e7-a97c-86fce6a24525	14250	2012-09-05
3190f5b5-ba43-4617-81a0-226192024e7f	1573	2012-09-05
31b27ab6-d4f5-4aed-9a40-d619f02e48ff	1569	2012-09-05
31e8aba1-fc51-4a9e-a8f0-0f6d11514690	12042	2012-09-05
31f53a30-9169-11db-9f6d-b8a03c50a862	1453	2012-09-05
3233d48b-d3a7-486b-a32e-75cb9e113e7b	13996	2012-09-05
32402e28-19bb-4b47-b467-74ff52fbc6d9	1712	2012-09-05
32902358-a75f-4f21-aa8d-90638686890b	13580	2012-09-05
32ab1d81-9131-45e3-ae74-69dd696341ea	14988	2013-06-07
33253b06-95e0-4d98-9b02-b67eb701a4d0	13581	2012-09-05
33d52667-27bd-45fd-b710-2854751aac72	14693	2013-02-07
340984fa-507b-4aa6-b59c-cce1dcee339f	13698	2012-09-05
3419e2ce-de18-4727-868a-b239c379b3bb	12724	2012-09-05
341e0c37-0153-4108-b222-021ea770fdd3	11287	2012-09-05
342dd753-d406-499e-8f7a-41c1e228276d	14559	2012-11-02
3464b4dd-1426-48c6-a56d-61398cc96c5d	1550	2012-09-05
346eb9d6-7bea-4192-abc0-218449158210	14261	2012-09-05
3485d98d-3769-473f-b5f1-2ddc2ffb7708	14706	2013-03-04
34bbc63b-7c6b-4e88-a8c9-2e199304eabc	13584	2012-09-05
34e892b0-d9c7-11de-b793-b8a03c50a862	9189	2012-09-05
352c0f50-c08b-11dd-a312-b8a03c50a862	692	2012-09-05
3538370e-448f-4214-a1d4-49687d4cae17	14368	2012-09-05
3554cb85-fcc0-4ccb-bd5f-757fac6eb54b	11759	2012-09-05
35720b3e-aded-4b83-b4f1-967f1d457d6a	14897	2013-05-03
3586d3f4-5178-46aa-be2d-77036191e2ae	14681	2013-01-23
358fbd61-739f-4102-afc9-9d468f571e4d	12707	2012-09-05
35f107f9-09fb-4bc1-bf78-cec2c9d1eef4	11724	2012-09-05
3633e0e7-8c25-4c3d-b9c7-078c0be25665	14900	2013-05-03
36ad3207-1190-47ad-868e-b09d6c0aeec2	14402	2012-09-05
36c6ba38-1387-11e2-bb2e-00145eb45e9a	14519	2012-10-15
36ec31d4-a361-4b34-b942-672bfe255129	14260	2012-09-05
36f15a36-6b45-442e-9c31-cd633423aee0	14351	2012-09-05
371b386a-d67b-4646-897e-a27cc1101067	14667	2013-01-10
373ebac3-3363-4266-a418-e3691da00272	14971	2013-06-03
377be098-626f-4cc2-b4b5-35700050669a	14861	2013-04-29
37a1816f-d4fd-4d30-bf74-72ca5bf0eb90	11792	2012-09-05
37da8155-b024-4312-9456-9f69d0873c4b	14032	2012-09-05
37f48e00-1fe8-11dc-b461-b8a03c50a862	1466	2012-09-05
382b3a12-6684-4afb-8793-e85e54c12fb1	14360	2012-09-05
382f356e-1306-4d60-b9d9-5a36b8375587	13585	2012-09-05
384323a6-a67e-41c9-bf99-ff38ffd3a95c	14452	2012-09-20
387e98a0-16fa-11df-b5b3-b8a03c50a862	10867	2012-09-05
38b4c89f-584c-41bb-bd8f-cd1def33e92f	14567	2012-11-12
38c0c1a7-44b7-44e6-b2af-a3114de02ef4	7979	2012-09-05
38e8b720-9074-4471-a016-73cae18a6c1c	13031	2012-09-05
38f97143-922d-4ec0-a6e5-75e51a77890a	14145	2012-09-05
39131abf-97ea-41f2-9649-2e2e9c1a5d50	13629	2012-09-05
391565fc-a3bd-11e2-95b8-00145eb45e9a	14837	2013-04-22
3953ab4f-958f-4943-8608-ca5da345447c	14820	2013-04-16
39648a70-b461-11dc-bc42-b8a03c50a862	2022	2012-09-05
39653f3e-8d6b-4a94-a202-859359c164c5	13656	2012-09-05
39657c3a-e1ca-4a80-89cd-2f10356dfe83	7980	2012-09-05
398fc94a-e5e8-485f-b88d-b8f56a5490d0	11816	2012-09-05
39905320-6c8a-11de-8226-b8a03c50a862	14118	2012-09-05
39b07c5d-caa9-4118-b803-290d667cdd5e	14812	2013-04-16
39f7ffd7-9416-4efb-934a-c81f116893fc	14886	2013-05-02
3a30ab5c-d1cf-4c22-8c25-1fd110ddd30d	14081	2012-09-05
3a339645-d3b4-40aa-b891-f9c92dc554d8	14363	2012-09-05
3a8512a0-33cf-11de-afc6-b8a03c50a862	8343	2012-09-05
3ad882bb-cd21-4201-8b83-3684bfc6d830	14937	2013-05-16
3af84f96-376e-46f2-b701-cf5aa58463f1	13401	2012-09-05
3b45e79d-df3f-4f3f-a0c9-a3a3f0ca2d46	14443	2012-09-20
