datasetkey	data_resource_id	created
6d624896-f762-11e1-a439-00145eb45e9a	5353	2012-09-05
6d638fe4-f762-11e1-a439-00145eb45e9a	5354	2012-09-05
6d64da70-f762-11e1-a439-00145eb45e9a	5355	2012-09-05
6d6631fe-f762-11e1-a439-00145eb45e9a	5356	2012-09-05
6d676d26-f762-11e1-a439-00145eb45e9a	5357	2012-09-05
6d68ba28-f762-11e1-a439-00145eb45e9a	5358	2012-09-05
6d69ff82-f762-11e1-a439-00145eb45e9a	5359	2012-09-05
6d6b3e92-f762-11e1-a439-00145eb45e9a	5360	2012-09-05
6d6c78ca-f762-11e1-a439-00145eb45e9a	5361	2012-09-05
6d6db05a-f762-11e1-a439-00145eb45e9a	5362	2012-09-05
6d6ede3a-f762-11e1-a439-00145eb45e9a	5363	2012-09-05
6d70148a-f762-11e1-a439-00145eb45e9a	5364	2012-09-05
6d71584a-f762-11e1-a439-00145eb45e9a	5365	2012-09-05
6d728f8a-f762-11e1-a439-00145eb45e9a	5366	2012-09-05
6d73ebc8-f762-11e1-a439-00145eb45e9a	5367	2012-09-05
6d752b00-f762-11e1-a439-00145eb45e9a	5368	2012-09-05
6d767848-f762-11e1-a439-00145eb45e9a	5369	2012-09-05
6d77c5a4-f762-11e1-a439-00145eb45e9a	5370	2012-09-05
6d790a0e-f762-11e1-a439-00145eb45e9a	5371	2012-09-05
6d7a580a-f762-11e1-a439-00145eb45e9a	5372	2012-09-05
6d7bb1a0-f762-11e1-a439-00145eb45e9a	5373	2012-09-05
6d7cf16e-f762-11e1-a439-00145eb45e9a	5374	2012-09-05
6d7e339e-f762-11e1-a439-00145eb45e9a	5375	2012-09-05
6d7f6e12-f762-11e1-a439-00145eb45e9a	5376	2012-09-05
6d80b4c0-f762-11e1-a439-00145eb45e9a	5377	2012-09-05
6d81f8a8-f762-11e1-a439-00145eb45e9a	5378	2012-09-05
6d83361e-f762-11e1-a439-00145eb45e9a	5379	2012-09-05
6d84752e-f762-11e1-a439-00145eb45e9a	5380	2012-09-05
6d85b790-f762-11e1-a439-00145eb45e9a	5381	2012-09-05
6d870e88-f762-11e1-a439-00145eb45e9a	5382	2012-09-05
6d8860ee-f762-11e1-a439-00145eb45e9a	5383	2012-09-05
6d89b57a-f762-11e1-a439-00145eb45e9a	5384	2012-09-05
6d8b07ea-f762-11e1-a439-00145eb45e9a	5385	2012-09-05
6d8c4dd0-f762-11e1-a439-00145eb45e9a	5386	2012-09-05
6d8d929e-f762-11e1-a439-00145eb45e9a	5387	2012-09-05
6d8edc4e-f762-11e1-a439-00145eb45e9a	5388	2012-09-05
6d902824-f762-11e1-a439-00145eb45e9a	5389	2012-09-05
6d917346-f762-11e1-a439-00145eb45e9a	5390	2012-09-05
6d92acac-f762-11e1-a439-00145eb45e9a	5391	2012-09-05
6d93ee6e-f762-11e1-a439-00145eb45e9a	5392	2012-09-05
6d9532a6-f762-11e1-a439-00145eb45e9a	5393	2012-09-05
6d968a16-f762-11e1-a439-00145eb45e9a	5394	2012-09-05
6d97c444-f762-11e1-a439-00145eb45e9a	5395	2012-09-05
6d990af2-f762-11e1-a439-00145eb45e9a	5396	2012-09-05
6d9a588a-f762-11e1-a439-00145eb45e9a	5397	2012-09-05
6d9b9556-f762-11e1-a439-00145eb45e9a	5398	2012-09-05
6d9cd6a0-f762-11e1-a439-00145eb45e9a	5399	2012-09-05
6d9e1d94-f762-11e1-a439-00145eb45e9a	5400	2012-09-05
6d9f5cf4-f762-11e1-a439-00145eb45e9a	5401	2012-09-05
6da0b108-f762-11e1-a439-00145eb45e9a	5402	2012-09-05
6da1e8d4-f762-11e1-a439-00145eb45e9a	5403	2012-09-05
6da32a78-f762-11e1-a439-00145eb45e9a	5404	2012-09-05
6da45e5c-f762-11e1-a439-00145eb45e9a	5405	2012-09-05
6da4e86d-c702-40dc-bb4a-6faf85c3b45e	11709	2012-09-05
6da5a6f4-f762-11e1-a439-00145eb45e9a	5406	2012-09-05
6da6e028-f762-11e1-a439-00145eb45e9a	5407	2012-09-05
6da8377a-f762-11e1-a439-00145eb45e9a	5408	2012-09-05
6da9809e-f762-11e1-a439-00145eb45e9a	5409	2012-09-05
6daad0ac-f762-11e1-a439-00145eb45e9a	5410	2012-09-05
6dac10d4-f762-11e1-a439-00145eb45e9a	5411	2012-09-05
6dad5ed0-f762-11e1-a439-00145eb45e9a	5412	2012-09-05
6dae9534-f762-11e1-a439-00145eb45e9a	5413	2012-09-05
6dafdeda-f762-11e1-a439-00145eb45e9a	5414	2012-09-05
6db122fe-f762-11e1-a439-00145eb45e9a	5415	2012-09-05
6db26312-f762-11e1-a439-00145eb45e9a	5416	2012-09-05
6db2a74e-98c5-4be3-ae30-3ec8dc68b0f4	14709	2013-03-04
6db3aca4-f762-11e1-a439-00145eb45e9a	5417	2012-09-05
6db4d7be-f762-11e1-a439-00145eb45e9a	5418	2012-09-05
6db6164c-f762-11e1-a439-00145eb45e9a	5419	2012-09-05
6db74864-f762-11e1-a439-00145eb45e9a	5420	2012-09-05
6db880b2-f762-11e1-a439-00145eb45e9a	5421	2012-09-05
6db9af14-f762-11e1-a439-00145eb45e9a	5422	2012-09-05
6dbaf360-f762-11e1-a439-00145eb45e9a	5423	2012-09-05
6dbc3888-f762-11e1-a439-00145eb45e9a	5424	2012-09-05
6dbd7446-f762-11e1-a439-00145eb45e9a	5425	2012-09-05
6dbeb6e4-f762-11e1-a439-00145eb45e9a	5426	2012-09-05
6dbff112-f762-11e1-a439-00145eb45e9a	5427	2012-09-05
6dc13536-f762-11e1-a439-00145eb45e9a	5428	2012-09-05
6dc26a14-f762-11e1-a439-00145eb45e9a	5429	2012-09-05
6dc3a9c4-f762-11e1-a439-00145eb45e9a	5430	2012-09-05
6dc4f310-f762-11e1-a439-00145eb45e9a	5431	2012-09-05
6dc631ee-f762-11e1-a439-00145eb45e9a	5432	2012-09-05
6dc77e6e-f762-11e1-a439-00145eb45e9a	5433	2012-09-05
6dc8de94-f762-11e1-a439-00145eb45e9a	5434	2012-09-05
6dca16ce-f762-11e1-a439-00145eb45e9a	5435	2012-09-05
6dcb5ac0-f762-11e1-a439-00145eb45e9a	5436	2012-09-05
6dcca682-f762-11e1-a439-00145eb45e9a	5437	2012-09-05
6dcdef06-f762-11e1-a439-00145eb45e9a	5438	2012-09-05
6dcf2826-f762-11e1-a439-00145eb45e9a	5439	2012-09-05
6dd06e0c-f762-11e1-a439-00145eb45e9a	5440	2012-09-05
6dd1a790-f762-11e1-a439-00145eb45e9a	5441	2012-09-05
6dd2dea8-f762-11e1-a439-00145eb45e9a	5442	2012-09-05
6dd4152a-f762-11e1-a439-00145eb45e9a	5443	2012-09-05
6dd555fc-f762-11e1-a439-00145eb45e9a	5444	2012-09-05
6dd692c8-f762-11e1-a439-00145eb45e9a	5445	2012-09-05
6dd7eaa6-f762-11e1-a439-00145eb45e9a	5446	2012-09-05
6dd92d44-f762-11e1-a439-00145eb45e9a	5447	2012-09-05
6dda6902-f762-11e1-a439-00145eb45e9a	5448	2012-09-05
6ddbb8a2-f762-11e1-a439-00145eb45e9a	5449	2012-09-05
6ddcf9f6-f762-11e1-a439-00145eb45e9a	5450	2012-09-05
6dde4112-f762-11e1-a439-00145eb45e9a	5451	2012-09-05
6ddf8964-f762-11e1-a439-00145eb45e9a	5452	2012-09-05
6de0e4ee-f762-11e1-a439-00145eb45e9a	5453	2012-09-05
6de2347a-f762-11e1-a439-00145eb45e9a	5454	2012-09-05
6de39c52-f762-11e1-a439-00145eb45e9a	5455	2012-09-05
6de4eef4-f762-11e1-a439-00145eb45e9a	5456	2012-09-05
6de647d6-f762-11e1-a439-00145eb45e9a	5457	2012-09-05
6de792d0-f762-11e1-a439-00145eb45e9a	5458	2012-09-05
6de8dd5c-f762-11e1-a439-00145eb45e9a	5459	2012-09-05
6dea162c-f762-11e1-a439-00145eb45e9a	5460	2012-09-05
6deb5384-f762-11e1-a439-00145eb45e9a	5461	2012-09-05
6dec8b0a-f762-11e1-a439-00145eb45e9a	5462	2012-09-05
6dedbcc8-f762-11e1-a439-00145eb45e9a	5463	2012-09-05
6deeed96-f762-11e1-a439-00145eb45e9a	5464	2012-09-05
6df021ca-f762-11e1-a439-00145eb45e9a	5465	2012-09-05
6df15bb2-f762-11e1-a439-00145eb45e9a	5466	2012-09-05
6df2934c-f762-11e1-a439-00145eb45e9a	5467	2012-09-05
6df3cdac-f762-11e1-a439-00145eb45e9a	5468	2012-09-05
6df4cdef-c55d-4a03-9055-3cbadcdd05aa	874	2012-09-05
6df50802-f762-11e1-a439-00145eb45e9a	5469	2012-09-05
6df65306-f762-11e1-a439-00145eb45e9a	5470	2012-09-05
6df78bc2-f762-11e1-a439-00145eb45e9a	5471	2012-09-05
6df8cbc2-f762-11e1-a439-00145eb45e9a	5472	2012-09-05
6dfa00b4-f762-11e1-a439-00145eb45e9a	5473	2012-09-05
6dfb49b0-f762-11e1-a439-00145eb45e9a	5474	2012-09-05
6dfc7b32-f762-11e1-a439-00145eb45e9a	5475	2012-09-05
6dfdb70e-f762-11e1-a439-00145eb45e9a	5476	2012-09-05
6dfeeeda-f762-11e1-a439-00145eb45e9a	5477	2012-09-05
6e002ee4-f762-11e1-a439-00145eb45e9a	5478	2012-09-05
6e015e40-f762-11e1-a439-00145eb45e9a	5479	2012-09-05
6e029a62-f762-11e1-a439-00145eb45e9a	5480	2012-09-05
6e03d2a6-f762-11e1-a439-00145eb45e9a	5481	2012-09-05
6e0513aa-f762-11e1-a439-00145eb45e9a	5482	2012-09-05
6e065166-f762-11e1-a439-00145eb45e9a	5483	2012-09-05
6e078144-f762-11e1-a439-00145eb45e9a	5484	2012-09-05
6e08c0f4-f762-11e1-a439-00145eb45e9a	5485	2012-09-05
6e09f73a-f762-11e1-a439-00145eb45e9a	5486	2012-09-05
6e0b31fe-f762-11e1-a439-00145eb45e9a	5487	2012-09-05
6e0c6bfa-f762-11e1-a439-00145eb45e9a	5488	2012-09-05
6e0db1fe-f762-11e1-a439-00145eb45e9a	5489	2012-09-05
6e0f1cc4-f762-11e1-a439-00145eb45e9a	5490	2012-09-05
6e1074b6-f762-11e1-a439-00145eb45e9a	5491	2012-09-05
6e11c46a-f762-11e1-a439-00145eb45e9a	5492	2012-09-05
6e13136a-f762-11e1-a439-00145eb45e9a	5493	2012-09-05
6e145b76-f762-11e1-a439-00145eb45e9a	5494	2012-09-05
6e15a508-f762-11e1-a439-00145eb45e9a	5495	2012-09-05
6e16f110-f762-11e1-a439-00145eb45e9a	5496	2012-09-05
6e185500-f762-11e1-a439-00145eb45e9a	5497	2012-09-05
6e19a2b6-f762-11e1-a439-00145eb45e9a	5498	2012-09-05
6e1af4a4-f762-11e1-a439-00145eb45e9a	5499	2012-09-05
6e1c46b0-f762-11e1-a439-00145eb45e9a	5500	2012-09-05
6e1d911e-f762-11e1-a439-00145eb45e9a	5501	2012-09-05
6e1edcb8-f762-11e1-a439-00145eb45e9a	5502	2012-09-05
6e203770-f762-11e1-a439-00145eb45e9a	5503	2012-09-05
6e219412-f762-11e1-a439-00145eb45e9a	5504	2012-09-05
6e21cfd9-34ed-4983-bab4-0e912a5770bd	13074	2012-09-05
6e232e58-f762-11e1-a439-00145eb45e9a	5505	2012-09-05
6e2492b6-f762-11e1-a439-00145eb45e9a	5506	2012-09-05
6e25e38c-f762-11e1-a439-00145eb45e9a	5507	2012-09-05
6e272e4a-f762-11e1-a439-00145eb45e9a	5508	2012-09-05
6e2745d1-ebfe-400a-ae9f-81b405ae09bb	14587	2012-11-29
6e27e0c0-c065-11dd-a311-b8a03c50a862	12734	2012-09-05
6e287cf0-f762-11e1-a439-00145eb45e9a	5509	2012-09-05
6e29d6e0-f762-11e1-a439-00145eb45e9a	5510	2012-09-05
6e2b2446-f762-11e1-a439-00145eb45e9a	5511	2012-09-05
6e2c792c-f762-11e1-a439-00145eb45e9a	5512	2012-09-05
6e2dddbc-f762-11e1-a439-00145eb45e9a	5513	2012-09-05
6e2f3888-f762-11e1-a439-00145eb45e9a	5514	2012-09-05
6e308f76-f762-11e1-a439-00145eb45e9a	5515	2012-09-05
6e31d84a-f762-11e1-a439-00145eb45e9a	5516	2012-09-05
6e33356e-f762-11e1-a439-00145eb45e9a	5517	2012-09-05
6e348f90-f762-11e1-a439-00145eb45e9a	5518	2012-09-05
6e35eb74-f762-11e1-a439-00145eb45e9a	5519	2012-09-05
6e374a64-f762-11e1-a439-00145eb45e9a	5520	2012-09-05
6e38b052-f762-11e1-a439-00145eb45e9a	5521	2012-09-05
6e3a05ce-f762-11e1-a439-00145eb45e9a	5522	2012-09-05
6e3b668a-f762-11e1-a439-00145eb45e9a	5523	2012-09-05
6e3ccb2e-f762-11e1-a439-00145eb45e9a	5524	2012-09-05
6e3e186c-f762-11e1-a439-00145eb45e9a	5525	2012-09-05
6e3f6aa0-f762-11e1-a439-00145eb45e9a	5526	2012-09-05
6e40c512-f762-11e1-a439-00145eb45e9a	5527	2012-09-05
6e4204cc-f762-11e1-a439-00145eb45e9a	5528	2012-09-05
6e4340c6-f762-11e1-a439-00145eb45e9a	5529	2012-09-05
6e44fd12-f762-11e1-a439-00145eb45e9a	5530	2012-09-05
6e46843e-f762-11e1-a439-00145eb45e9a	5531	2012-09-05
6e47d74e-f762-11e1-a439-00145eb45e9a	5532	2012-09-05
6e491fbe-f762-11e1-a439-00145eb45e9a	5533	2012-09-05
6e4a6bbc-f762-11e1-a439-00145eb45e9a	5534	2012-09-05
6e4bb292-f762-11e1-a439-00145eb45e9a	5535	2012-09-05
6e4d0188-f762-11e1-a439-00145eb45e9a	5536	2012-09-05
6e4e614a-f762-11e1-a439-00145eb45e9a	5537	2012-09-05
6e4fafd2-f762-11e1-a439-00145eb45e9a	5538	2012-09-05
6e51049a-f762-11e1-a439-00145eb45e9a	5539	2012-09-05
6e525e30-f762-11e1-a439-00145eb45e9a	5540	2012-09-05
6e53a948-f762-11e1-a439-00145eb45e9a	5541	2012-09-05
6e54fbea-f762-11e1-a439-00145eb45e9a	5542	2012-09-05
6e566188-f762-11e1-a439-00145eb45e9a	5543	2012-09-05
6e57de46-f762-11e1-a439-00145eb45e9a	5544	2012-09-05
6e593f98-f762-11e1-a439-00145eb45e9a	5545	2012-09-05
6e5a92f8-f762-11e1-a439-00145eb45e9a	5546	2012-09-05
6e5b8eb2-b20f-482a-9052-f079323de3e9	1554	2012-09-05
6e5bf2ec-f762-11e1-a439-00145eb45e9a	5547	2012-09-05
6e5d3d1e-f762-11e1-a439-00145eb45e9a	5548	2012-09-05
6e5e87be-f762-11e1-a439-00145eb45e9a	5549	2012-09-05
6e5fd876-f762-11e1-a439-00145eb45e9a	5550	2012-09-05
6e612cbc-f762-11e1-a439-00145eb45e9a	5551	2012-09-05
6e62709a-f762-11e1-a439-00145eb45e9a	5552	2012-09-05
6e63b680-f762-11e1-a439-00145eb45e9a	5553	2012-09-05
6e651f66-f762-11e1-a439-00145eb45e9a	5554	2012-09-05
6e666894-f762-11e1-a439-00145eb45e9a	5555	2012-09-05
6e67ab0a-f762-11e1-a439-00145eb45e9a	5556	2012-09-05
6e68f2b2-f762-11e1-a439-00145eb45e9a	5557	2012-09-05
6e6a3e56-f762-11e1-a439-00145eb45e9a	5558	2012-09-05
6e6b807c-f762-11e1-a439-00145eb45e9a	5559	2012-09-05
6e6cde40-f762-11e1-a439-00145eb45e9a	5560	2012-09-05
6e6e3ff6-f762-11e1-a439-00145eb45e9a	5561	2012-09-05
6e6f9e6e-f762-11e1-a439-00145eb45e9a	5562	2012-09-05
6e70f94e-f762-11e1-a439-00145eb45e9a	5563	2012-09-05
6e7244de-f762-11e1-a439-00145eb45e9a	5564	2012-09-05
6e73b0bc-f762-11e1-a439-00145eb45e9a	5565	2012-09-05
6e750156-f762-11e1-a439-00145eb45e9a	5566	2012-09-05
6e766a5a-f762-11e1-a439-00145eb45e9a	5567	2012-09-05
6e77c706-f762-11e1-a439-00145eb45e9a	5568	2012-09-05
6e791700-f762-11e1-a439-00145eb45e9a	5569	2012-09-05
6e7a57be-f762-11e1-a439-00145eb45e9a	5570	2012-09-05
6e7b99bc-f762-11e1-a439-00145eb45e9a	5571	2012-09-05
6e7ce498-f762-11e1-a439-00145eb45e9a	5572	2012-09-05
6e7e4144-f762-11e1-a439-00145eb45e9a	5573	2012-09-05
6e7f95b2-f762-11e1-a439-00145eb45e9a	5574	2012-09-05
6e80ef5c-f762-11e1-a439-00145eb45e9a	5575	2012-09-05
6e815053-68b9-4ca4-bb10-b2e2a1f05e53	14474	2012-09-21
6e820606-0656-4cbb-a3db-f7177911a01a	14494	2012-10-03
6e824096-f762-11e1-a439-00145eb45e9a	5576	2012-09-05
6e839932-f762-11e1-a439-00145eb45e9a	5577	2012-09-05
6e84f9b2-f762-11e1-a439-00145eb45e9a	5578	2012-09-05
6e8633d6-f762-11e1-a439-00145eb45e9a	5579	2012-09-05
6e87a9d2-f762-11e1-a439-00145eb45e9a	5580	2012-09-05
6e89384c-f762-11e1-a439-00145eb45e9a	5581	2012-09-05
6e8aa16e-f762-11e1-a439-00145eb45e9a	5582	2012-09-05
6e8bd84a-f762-11e1-a439-00145eb45e9a	5583	2012-09-05
6e8d12c8-f762-11e1-a439-00145eb45e9a	5584	2012-09-05
6e8e4f3a-f762-11e1-a439-00145eb45e9a	5585	2012-09-05
6e8f8bb6-f762-11e1-a439-00145eb45e9a	5586	2012-09-05
6e90c68e-f762-11e1-a439-00145eb45e9a	5587	2012-09-05
6e91f5c2-f762-11e1-a439-00145eb45e9a	5588	2012-09-05
6e932ec4-f762-11e1-a439-00145eb45e9a	5589	2012-09-05
6e947572-f762-11e1-a439-00145eb45e9a	5590	2012-09-05
6e96336c-f762-11e1-a439-00145eb45e9a	5591	2012-09-05
6e97939c-f762-11e1-a439-00145eb45e9a	5592	2012-09-05
6e98e814-f762-11e1-a439-00145eb45e9a	5593	2012-09-05
6e9a3c28-f762-11e1-a439-00145eb45e9a	5594	2012-09-05
6e9b7a84-f762-11e1-a439-00145eb45e9a	5595	2012-09-05
6e9cb0ca-f762-11e1-a439-00145eb45e9a	5596	2012-09-05
6e9deb20-f762-11e1-a439-00145eb45e9a	5597	2012-09-05
6e9f26e8-f762-11e1-a439-00145eb45e9a	5598	2012-09-05
6ea058ba-f762-11e1-a439-00145eb45e9a	5599	2012-09-05
6ea18852-f762-11e1-a439-00145eb45e9a	5600	2012-09-05
6ea2c2b2-f762-11e1-a439-00145eb45e9a	5601	2012-09-05
6ea3f7f4-f762-11e1-a439-00145eb45e9a	5602	2012-09-05
6ea52714-f762-11e1-a439-00145eb45e9a	5603	2012-09-05
6ea65cba-f762-11e1-a439-00145eb45e9a	5604	2012-09-05
6ea79008-f762-11e1-a439-00145eb45e9a	5605	2012-09-05
6ea8bdfc-f762-11e1-a439-00145eb45e9a	5606	2012-09-05
6ea9f32a-f762-11e1-a439-00145eb45e9a	5607	2012-09-05
6eab259c-f762-11e1-a439-00145eb45e9a	5608	2012-09-05
6eac552a-f762-11e1-a439-00145eb45e9a	5609	2012-09-05
6ead86c0-f762-11e1-a439-00145eb45e9a	5610	2012-09-05
6eaeba90-f762-11e1-a439-00145eb45e9a	5611	2012-09-05
6eaff0c2-f762-11e1-a439-00145eb45e9a	5612	2012-09-05
6eb0c925-06b4-4dec-a153-c4a28cb4eb9d	14761	2013-04-10
6eb12910-f762-11e1-a439-00145eb45e9a	5613	2012-09-05
6eb26a0a-f762-11e1-a439-00145eb45e9a	5614	2012-09-05
6eb3b00e-f762-11e1-a439-00145eb45e9a	5615	2012-09-05
6eb4ec62-f762-11e1-a439-00145eb45e9a	5616	2012-09-05
6eb64986-f762-11e1-a439-00145eb45e9a	5617	2012-09-05
6eb78314-f762-11e1-a439-00145eb45e9a	5618	2012-09-05
6eb8e54c-f762-11e1-a439-00145eb45e9a	5619	2012-09-05
6eba5d78-f762-11e1-a439-00145eb45e9a	5620	2012-09-05
6ebbe3dc-f762-11e1-a439-00145eb45e9a	5621	2012-09-05
6ebd3e12-f762-11e1-a439-00145eb45e9a	5622	2012-09-05
6ebe8c9a-f762-11e1-a439-00145eb45e9a	5623	2012-09-05
6ebfd44c-f762-11e1-a439-00145eb45e9a	5624	2012-09-05
6ec0db76-23c5-44b5-80f8-ad7e2aa17773	11879	2012-09-05
6ec11bae-f762-11e1-a439-00145eb45e9a	5625	2012-09-05
6ec26e32-f762-11e1-a439-00145eb45e9a	5626	2012-09-05
6ec3aefa-f762-11e1-a439-00145eb45e9a	5627	2012-09-05
6ec4f2f6-f762-11e1-a439-00145eb45e9a	5628	2012-09-05
6ec62e6e-f762-11e1-a439-00145eb45e9a	5629	2012-09-05
6ec785ca-f762-11e1-a439-00145eb45e9a	5630	2012-09-05
6ec8e136-f762-11e1-a439-00145eb45e9a	5631	2012-09-05
6eca444a-f762-11e1-a439-00145eb45e9a	5632	2012-09-05
6ecb98a4-f762-11e1-a439-00145eb45e9a	5633	2012-09-05
6ecd041e-f762-11e1-a439-00145eb45e9a	5634	2012-09-05
6ece5666-f762-11e1-a439-00145eb45e9a	5635	2012-09-05
6ecfb628-f762-11e1-a439-00145eb45e9a	5636	2012-09-05
6ed118c4-f762-11e1-a439-00145eb45e9a	5637	2012-09-05
6ed26cba-f762-11e1-a439-00145eb45e9a	5638	2012-09-05
6ed3d21c-f762-11e1-a439-00145eb45e9a	5639	2012-09-05
6ed52f9a-f762-11e1-a439-00145eb45e9a	5640	2012-09-05
6ed685ca-f762-11e1-a439-00145eb45e9a	5641	2012-09-05
6ed7e190-f762-11e1-a439-00145eb45e9a	5642	2012-09-05
6ed9476a-f762-11e1-a439-00145eb45e9a	5643	2012-09-05
6edaa75e-f762-11e1-a439-00145eb45e9a	5644	2012-09-05
6edbe6b4-f762-11e1-a439-00145eb45e9a	5645	2012-09-05
6edd3ed8-f762-11e1-a439-00145eb45e9a	5646	2012-09-05
6edea174-f762-11e1-a439-00145eb45e9a	5647	2012-09-05
6edfeed0-f762-11e1-a439-00145eb45e9a	5648	2012-09-05
6ee147e4-f762-11e1-a439-00145eb45e9a	5649	2012-09-05
6ee288e8-f762-11e1-a439-00145eb45e9a	5650	2012-09-05
6ee3c97e-f762-11e1-a439-00145eb45e9a	5651	2012-09-05
6ee52a44-f762-11e1-a439-00145eb45e9a	5652	2012-09-05
6ee681be-f762-11e1-a439-00145eb45e9a	5653	2012-09-05
6ee7d4ba-f762-11e1-a439-00145eb45e9a	5654	2012-09-05
6ee90c22-f762-11e1-a439-00145eb45e9a	5655	2012-09-05
6eea495c-f762-11e1-a439-00145eb45e9a	5656	2012-09-05
6eeb848e-f762-11e1-a439-00145eb45e9a	5657	2012-09-05
6eecbf66-f762-11e1-a439-00145eb45e9a	5658	2012-09-05
6eed5110-c7b8-11de-b279-d063ea754e15	10809	2012-09-05
6eedfb4c-f762-11e1-a439-00145eb45e9a	5659	2012-09-05
6eef5910-f762-11e1-a439-00145eb45e9a	5660	2012-09-05
6ef0c28c-f762-11e1-a439-00145eb45e9a	5661	2012-09-05
6ef21b32-f762-11e1-a439-00145eb45e9a	5662	2012-09-05
6ef37176-f762-11e1-a439-00145eb45e9a	5663	2012-09-05
6ef3e630-925e-11da-8900-b8a03c50a862	1455	2012-09-05
6ef4c4b8-f762-11e1-a439-00145eb45e9a	5664	2012-09-05
6ef66020-f762-11e1-a439-00145eb45e9a	5665	2012-09-05
6ef7ad4a-f762-11e1-a439-00145eb45e9a	5666	2012-09-05
6ef911e4-f762-11e1-a439-00145eb45e9a	5667	2012-09-05
6efa6238-f762-11e1-a439-00145eb45e9a	5668	2012-09-05
6efbbe80-f762-11e1-a439-00145eb45e9a	5669	2012-09-05
6efd2374-f762-11e1-a439-00145eb45e9a	5670	2012-09-05
6efe8b9c-f762-11e1-a439-00145eb45e9a	5671	2012-09-05
6effeac8-f762-11e1-a439-00145eb45e9a	5672	2012-09-05
6f01410c-f762-11e1-a439-00145eb45e9a	5673	2012-09-05
6f029df4-f762-11e1-a439-00145eb45e9a	5674	2012-09-05
6f03e7e0-f762-11e1-a439-00145eb45e9a	5675	2012-09-05
6f0547de-f762-11e1-a439-00145eb45e9a	5676	2012-09-05
6f0597b0-54d4-4084-8d4b-339d5b806181	11874	2012-09-05
6f068e46-f762-11e1-a439-00145eb45e9a	5677	2012-09-05
6f07db48-f762-11e1-a439-00145eb45e9a	5678	2012-09-05
6f092b42-f762-11e1-a439-00145eb45e9a	5679	2012-09-05
6f0a82a8-f762-11e1-a439-00145eb45e9a	5680	2012-09-05
6f0bd7c0-f762-11e1-a439-00145eb45e9a	5681	2012-09-05
6f0d2c6a-f762-11e1-a439-00145eb45e9a	5682	2012-09-05
6f0eaea0-f762-11e1-a439-00145eb45e9a	5683	2012-09-05
6f100408-f762-11e1-a439-00145eb45e9a	5684	2012-09-05
6f114cf0-f762-11e1-a439-00145eb45e9a	5685	2012-09-05
6f12b158-f762-11e1-a439-00145eb45e9a	5686	2012-09-05
6f142a92-f762-11e1-a439-00145eb45e9a	5687	2012-09-05
6f158fea-f762-11e1-a439-00145eb45e9a	5688	2012-09-05
6f16efde-f762-11e1-a439-00145eb45e9a	5689	2012-09-05
6f185afe-f762-11e1-a439-00145eb45e9a	5690	2012-09-05
6f19ae86-f762-11e1-a439-00145eb45e9a	5691	2012-09-05
6f1b0df8-f762-11e1-a439-00145eb45e9a	5692	2012-09-05
6f1c6cc0-f762-11e1-a439-00145eb45e9a	5693	2012-09-05
6f1dccfa-f762-11e1-a439-00145eb45e9a	5694	2012-09-05
6f1f11c8-f762-11e1-a439-00145eb45e9a	5695	2012-09-05
6f205754-f762-11e1-a439-00145eb45e9a	5696	2012-09-05
6f219b32-f762-11e1-a439-00145eb45e9a	5697	2012-09-05
6f22f11c-f762-11e1-a439-00145eb45e9a	5698	2012-09-05
6f245156-f762-11e1-a439-00145eb45e9a	5699	2012-09-05
6f25a0e2-f762-11e1-a439-00145eb45e9a	5700	2012-09-05
6f26f96a-f762-11e1-a439-00145eb45e9a	5701	2012-09-05
6f285b98-f762-11e1-a439-00145eb45e9a	5702	2012-09-05
6f29c834-f762-11e1-a439-00145eb45e9a	5703	2012-09-05
6f2b178e-f762-11e1-a439-00145eb45e9a	5704	2012-09-05
6f2c6850-f762-11e1-a439-00145eb45e9a	5705	2012-09-05
6f2dc3f8-f762-11e1-a439-00145eb45e9a	5706	2012-09-05
6f2f07fe-f762-11e1-a439-00145eb45e9a	5707	2012-09-05
6f304cfe-f762-11e1-a439-00145eb45e9a	5708	2012-09-05
6f318ef2-f762-11e1-a439-00145eb45e9a	5709	2012-09-05
6f32d58c-f762-11e1-a439-00145eb45e9a	5710	2012-09-05
6f3410e6-f762-11e1-a439-00145eb45e9a	5711	2012-09-05
6f3541e6-f762-11e1-a439-00145eb45e9a	5712	2012-09-05
6f367912-f762-11e1-a439-00145eb45e9a	5713	2012-09-05
6f37b250-f762-11e1-a439-00145eb45e9a	5714	2012-09-05
6f38e850-f762-11e1-a439-00145eb45e9a	5715	2012-09-05
6f3a23dc-f762-11e1-a439-00145eb45e9a	5716	2012-09-05
6f3b5e28-f762-11e1-a439-00145eb45e9a	5717	2012-09-05
6f3c90ae-f762-11e1-a439-00145eb45e9a	5718	2012-09-05
6f3dd00e-f762-11e1-a439-00145eb45e9a	5719	2012-09-05
6f3f0a8c-f762-11e1-a439-00145eb45e9a	5720	2012-09-05
6f40447e-f762-11e1-a439-00145eb45e9a	5721	2012-09-05
6f417e16-f762-11e1-a439-00145eb45e9a	5722	2012-09-05
6f42c136-f762-11e1-a439-00145eb45e9a	5723	2012-09-05
6f43fe5c-f762-11e1-a439-00145eb45e9a	5724	2012-09-05
6f45372c-f762-11e1-a439-00145eb45e9a	5725	2012-09-05
